Transcript stable ID	Transcript type	Transcript length (including UTRs and CDS)	Gene name
ENST00000633607	protein_coding	6368	CNTNAP2
ENST00000613345	protein_coding	6076	CNTNAP2
ENST00000617731	protein_coding	592	RPS17
ENST00000632419	protein_coding	1909	RPS17
ENST00000629225	protein_coding	3619	GOLGA6L22
ENST00000612056	protein_coding	2054	GOLGA6L22
ENST00000570799	protein_coding	1487	AADACL2
ENST00000571136	protein_coding	776	KRTAP2-1
ENST00000617413	protein_coding	375	KRTAP2-1
ENST00000619792	protein_coding	2404	
ENST00000571751	protein_coding	2905	SKA1
ENST00000616604	protein_coding	979	SKA1
ENST00000633940	protein_coding	1095	SKA1
ENST00000576078	protein_coding	669	SKA1
ENST00000571318	protein_coding	746	SKA1
ENST00000633913	protein_coding	5472	METRNL
ENST00000634158	protein_coding	1900	METRNL
ENST00000616599	protein_coding	967	METRNL
ENST00000572132	protein_coding	704	KRTAP3-3
ENST00000570303	protein_coding	875	KRTAP2-3
ENST00000624335	protein_coding	4083	ZNF43
ENST00000623359	protein_coding	1752	ZNF43
ENST00000624732	protein_coding	1707	ZNF43
ENST00000623648	protein_coding	1680	ZNF43
ENST00000571271	protein_coding	1077	KRTAP4-12
ENST00000613010	protein_coding	1691	KIR3DL3
ENST00000576814	protein_coding	408	KRTAP1-4
ENST00000573680	protein_coding	472	PAXBP1
ENST00000574159	protein_coding	662	PAXBP1
ENST00000571574	protein_coding	1157	
ENST00000614218	protein_coding	5643	ZNF100
ENST00000624316	protein_coding	2283	ZNF100
ENST00000623758	protein_coding	548	ZNF100
ENST00000624841	protein_coding	588	ZNF100
ENST00000612447	protein_coding	1630	KIR2DS1
ENST00000574631	protein_coding	588	KRTAP4-8
ENST00000612944	protein_coding	1144	KRTAP4-8
ENST00000576372	protein_coding	1155	C21orf62
ENST00000576061	protein_coding	1009	C21orf62
ENST00000573131	protein_coding	878	C21orf62
ENST00000571812	protein_coding	964	C21orf62
ENST00000617957	protein_coding	1877	KIR3DL2
ENST00000617481	protein_coding	1834	KIR3DL2
ENST00000620638	protein_coding	1687	KIR2DL5A
ENST00000616813	protein_coding	2620	GOLGA6L1
ENST00000629040	protein_coding	425	KCNIP4
ENST00000616775	protein_coding	2459	CPEB1
ENST00000632172	protein_coding	2776	CPEB1
ENST00000632305	protein_coding	1990	CPEB1
ENST00000619696	protein_coding	1919	CPEB1
ENST00000633293	protein_coding	2009	CPEB1
ENST00000620212	protein_coding	2068	CPEB1
ENST00000631674	protein_coding	1953	CPEB1
ENST00000632526	protein_coding	1997	CPEB1
ENST00000634018	protein_coding	554	CPEB1
ENST00000633271	protein_coding	425	CPEB1
ENST00000631406	protein_coding	262	CPEB1
ENST00000610719	protein_coding	3074	CPEB1
ENST00000620007	protein_coding	1548	KIR2DL4
ENST00000617052	protein_coding	1637	KIR2DL4
ENST00000633825	protein_coding	4860	TBCD
ENST00000633032	protein_coding	1761	TBCD
ENST00000633959	protein_coding	1383	TBCD
ENST00000631706	protein_coding	979	TBCD
ENST00000632081	protein_coding	278	TBCD
ENST00000632123	protein_coding	241	TBCD
ENST00000634094	protein_coding	200	TBCD
ENST00000611111	protein_coding	2769	LRRC56
ENST00000613230	protein_coding	2179	
ENST00000400754	protein_coding	1599	MAFIP
ENST00000614773	protein_coding	1221	SMN2
ENST00000627341	protein_coding	1539	SMN2
ENST00000625687	protein_coding	867	SMN2
ENST00000628642	protein_coding	1416	SMN2
ENST00000612974	protein_coding	885	SMN2
ENST00000614610	protein_coding	885	SMN2
ENST00000601199	protein_coding	510	
ENST00000630135	protein_coding	1078	TUBGCP5
ENST00000620361	protein_coding	3848	TUBGCP5
ENST00000628386	protein_coding	3342	TUBGCP5
ENST00000625857	protein_coding	676	TUBGCP5
ENST00000626276	protein_coding	582	TUBGCP5
ENST00000626693	protein_coding	500	TUBGCP5
ENST00000612315	protein_coding	831	
ENST00000632301	protein_coding	2564	CTDP1
ENST00000632932	protein_coding	2519	CTDP1
ENST00000632450	protein_coding	2213	CTDP1
ENST00000632905	protein_coding	489	CTDP1
ENST00000613476	protein_coding	1615	DECR2
ENST00000633596	protein_coding	1012	DECR2
ENST00000631983	protein_coding	509	DECR2
ENST00000633559	protein_coding	762	DECR2
ENST00000630165	protein_coding	352	DECR2
ENST00000621609	protein_coding	4426	
ENST00000621436	protein_coding	1630	KIR2DS4
ENST00000628115	protein_coding	527	AP2A2
ENST00000628187	protein_coding	464	AP2A2
ENST00000627507	protein_coding	557	AP2A2
ENST00000629923	protein_coding	935	AP2A2
ENST00000629940	protein_coding	469	AP2A2
ENST00000626013	protein_coding	519	AP2A2
ENST00000626889	protein_coding	1282	AP2A2
ENST00000626787	protein_coding	4367	AP2A2
ENST00000630696	protein_coding	422	AP2A2
ENST00000612919	protein_coding	372	
ENST00000620568	protein_coding	1865	KIR3DL1
ENST00000611567	protein_coding	1810	KIR3DL1
ENST00000574270	protein_coding	186	SNTB2
ENST00000571496	protein_coding	618	SNTB2
ENST00000577080	protein_coding	149	SNTB2
ENST00000616346	protein_coding	5523	PHRF1
ENST00000633631	protein_coding	5227	PHRF1
ENST00000632297	protein_coding	5218	PHRF1
ENST00000634091	protein_coding	5224	PHRF1
ENST00000631682	protein_coding	737	UTP4
ENST00000575702	protein_coding	1619	UTP4
ENST00000633692	protein_coding	1618	UTP4
ENST00000632079	protein_coding	1273	UTP4
ENST00000634106	protein_coding	3614	UTP4
ENST00000631675	protein_coding	212	UTP4
ENST00000631541	protein_coding	151	UTP4
ENST00000631598	protein_coding	2532	SINHCAF
ENST00000617411	protein_coding	3163	SINHCAF
ENST00000633702	protein_coding	1555	SINHCAF
ENST00000633815	protein_coding	738	SINHCAF
ENST00000632259	protein_coding	459	SINHCAF
ENST00000632726	protein_coding	669	SINHCAF
ENST00000574289	protein_coding	1208	GART
ENST00000573055	protein_coding	1119	GART
ENST00000575273	protein_coding	1119	GART
ENST00000571089	protein_coding	1119	GART
ENST00000613981	protein_coding	4895	ABR
ENST00000620170	protein_coding	4887	ABR
ENST00000627848	protein_coding	563	ABR
ENST00000625562	protein_coding	850	ABR
ENST00000631260	protein_coding	2502	ABR
ENST00000631205	protein_coding	2623	ABR
ENST00000625740	protein_coding	2673	ABR
ENST00000611009	protein_coding	1049	ABR
ENST00000627424	protein_coding	760	ABR
ENST00000628370	protein_coding	690	ABR
ENST00000629473	protein_coding	292	ABR
ENST00000630420	protein_coding	281	ABR
ENST00000625685	protein_coding	158	ABR
ENST00000630524	protein_coding	151	ABR
ENST00000615866	protein_coding	2644	MEGF11
ENST00000614717	protein_coding	2883	MEGF11
ENST00000622356	protein_coding	454	MEGF11
ENST00000572540	protein_coding	1354	DNAJC28
ENST00000571432	protein_coding	1625	DNAJC28
ENST00000573306	protein_coding	1480	DNAJC28
ENST00000615701	protein_coding	2237	DNAJC28
ENST00000611042	protein_coding	2965	UGT2A3
ENST00000621596	protein_coding	1383	B3GNTL1
ENST00000633139	protein_coding	1787	B3GNTL1
ENST00000573079	protein_coding	1557	IFNGR2
ENST00000571550	protein_coding	1533	IFNGR2
ENST00000576463	protein_coding	1500	IFNGR2
ENST00000575304	protein_coding	727	IFNGR2
ENST00000615213	protein_coding	1931	UGT2B10
ENST00000627047	protein_coding	1424	UGT2B10
ENST00000625471	protein_coding	1920	PRB1
ENST00000620127	protein_coding	710	PRB1
ENST00000628976	protein_coding	762	PRB1
ENST00000615646	protein_coding	1179	PRB1
ENST00000612920	protein_coding	1428	PRB1
ENST00000611004	protein_coding	4831	RAB11FIP3
ENST00000633920	protein_coding	3550	RAB11FIP3
ENST00000631977	protein_coding	804	RAB11FIP3
ENST00000632539	protein_coding	580	RAB11FIP3
ENST00000633334	protein_coding	558	RAB11FIP3
ENST00000610934	protein_coding	3203	RAB11FIP3
ENST00000628423	protein_coding	4340	GTF2H2
ENST00000612581	protein_coding	2077	GTF2H2
ENST00000630141	protein_coding	659	GTF2H2
ENST00000626970	protein_coding	457	GTF2H2
ENST00000611777	protein_coding	2112	UGT2B15
ENST00000611731	protein_coding	561	KRTAP5-6
ENST00000625554	protein_coding	942	KRTAP5-1
ENST00000630519	protein_coding	1359	KRTAP5-4
ENST00000611225	protein_coding	900	KRTAP5-4
ENST00000626614	protein_coding	885	KRTAP5-5
ENST00000613035	protein_coding	558	KRTAP5-5
ENST00000621758	protein_coding	2136	TMPRSS11E
ENST00000573374	protein_coding	2375	TMEM50B
ENST00000574612	protein_coding	619	TMEM50B
ENST00000605916	protein_coding	1256	NDUFA6
ENST00000607132	protein_coding	475	NDUFA6
ENST00000629053	protein_coding	4480	DUSP8
ENST00000610856	protein_coding	4455	DUSP8
ENST00000574943	protein_coding	7410	TCF20
ENST00000576946	protein_coding	6237	TCF20
ENST00000574269	protein_coding	1058	TCF20
ENST00000574164	protein_coding	495	TCF20
ENST00000630256	protein_coding	3020	IFITM10
ENST00000627584	protein_coding	899	KRTAP5-3
ENST00000628787	protein_coding	1118	KRTAP5-2
ENST00000571525	protein_coding	1567	SMDT1
ENST00000615500	protein_coding	6232	YTHDC1
ENST00000613637	protein_coding	3244	YTHDC1
ENST00000627168	protein_coding	2983	YTHDC1
ENST00000628264	protein_coding	689	YTHDC1
ENST00000629100	protein_coding	265	YTHDC1
ENST00000625493	protein_coding	515	YTHDC1
ENST00000612573	protein_coding	1539	KIR2DL4
ENST00000616539	protein_coding	2155	NKD2
ENST00000610777	protein_coding	1940	NKD2
ENST00000620574	protein_coding	1710	GOLGA6L9
ENST00000612541	protein_coding	1118	KRTAP5-2
ENST00000620564	protein_coding	899	KRTAP5-3
ENST00000629556	protein_coding	1181	KRTAP5-4
ENST00000617720	protein_coding	660	KRTAP5-4
ENST00000619083	protein_coding	942	KRTAP5-1
ENST00000633171	protein_coding	880	
ENST00000618541	protein_coding	933	KRTAP5-5
ENST00000625578	protein_coding	4480	DUSP8
ENST00000617829	protein_coding	4455	DUSP8
ENST00000611005	protein_coding	5280	SLC12A7
ENST00000628680	protein_coding	1041	SLC12A7
ENST00000621319	protein_coding	2091	LMNTD2
ENST00000631419	protein_coding	1051	LMNTD2
ENST00000633856	protein_coding	798	LMNTD2
ENST00000613269	protein_coding	3194	TIMM22
ENST00000617253	protein_coding	2175	
ENST00000627182	protein_coding	452	NXN
ENST00000627295	protein_coding	16119	MUC4
ENST00000629947	protein_coding	16566	MUC4
ENST00000631008	protein_coding	16566	MUC4
ENST00000626305	protein_coding	3705	MUC4
ENST00000614666	protein_coding	14907	MUC4
ENST00000612020	protein_coding	6420	MUC4
ENST00000620934	protein_coding	1812	MUC4
ENST00000632596	protein_coding	1682	GOLGA6L10
ENST00000618409	protein_coding	1425	GOLGA6L10
ENST00000610645	protein_coding	498	
ENST00000611944	protein_coding	4266	GOLGA6L10
ENST00000633133	protein_coding	1640	GOLGA6L10
ENST00000621211	protein_coding	2973	RNH1
ENST00000619599	protein_coding	2014	RNH1
ENST00000632954	protein_coding	1722	RNH1
ENST00000631652	protein_coding	1019	RNH1
ENST00000632527	protein_coding	1829	RNH1
ENST00000633287	protein_coding	1725	RNH1
ENST00000612988	protein_coding	1894	RNH1
ENST00000617351	protein_coding	1791	RNH1
ENST00000633464	protein_coding	873	RNH1
ENST00000631468	protein_coding	727	RNH1
ENST00000633732	protein_coding	870	RNH1
ENST00000633418	protein_coding	704	RNH1
ENST00000631828	protein_coding	480	RNH1
ENST00000618184	protein_coding	1864	RNH1
ENST00000627326	protein_coding	518	MUC20
ENST00000627868	protein_coding	1998	MUC20
ENST00000630313	protein_coding	2380	MUC20
ENST00000616892	protein_coding	2124	MUC20
ENST00000621698	protein_coding	1596	KIR2DP1
ENST00000629409	protein_coding	12690	KIF26B
ENST00000610962	protein_coding	16119	MUC4
ENST00000621966	protein_coding	16568	MUC4
ENST00000612476	protein_coding	3860	MUC4
ENST00000628456	protein_coding	3707	MUC4
ENST00000639126	protein_coding	1812	MUC4
ENST00000612796	protein_coding	16119	MUC4
ENST00000617056	protein_coding	16568	MUC4
ENST00000619175	protein_coding	3860	MUC4
ENST00000631146	protein_coding	3707	MUC4
ENST00000612788	protein_coding	1061	OR10A3
ENST00000611603	protein_coding	1069	OR5P2
ENST00000619725	protein_coding	936	OR5P3
ENST00000612291	protein_coding	2350	NLRP10
ENST00000629228	protein_coding	423	NLRP10
ENST00000617195	protein_coding	398	KIR3DL2
ENST00000620235	protein_coding	1691	KIR3DL3
ENST00000621283	protein_coding	703	SERF1B
ENST00000628627	protein_coding	328	SERF1B
ENST00000613172	protein_coding	1889	SERF1B
ENST00000625862	protein_coding	1693	SERF1B
ENST00000626049	protein_coding	569	SERF1B
ENST00000628126	protein_coding	663	SERF1B
ENST00000627838	protein_coding	532	SERF1B
ENST00000630348	protein_coding	846	SERF1B
ENST00000607293	protein_coding	1567	SMDT1
ENST00000615190	protein_coding	1577	
ENST00000622218	protein_coding	1372	
ENST00000613952	protein_coding	1123	KIR2DS2
ENST00000614727	protein_coding	1381	KIR2DS2
ENST00000622343	protein_coding	1058	KIR2DS2
ENST00000630971	protein_coding	1080	NDUFA6
ENST00000605927	protein_coding	1256	NDUFA6
ENST00000630511	protein_coding	475	NDUFA6
ENST00000621718	protein_coding	1865	KIR3DL1
ENST00000614221	protein_coding	1810	KIR3DL1
ENST00000611088	protein_coding	897	TARM1
ENST00000618378	protein_coding	2598	MBOAT7
ENST00000619745	protein_coding	2471	MBOAT7
ENST00000611239	protein_coding	2392	MBOAT7
ENST00000625431	protein_coding	6124	NAIP
ENST00000615009	protein_coding	4153	NAIP
ENST00000628482	protein_coding	4013	NAIP
ENST00000619206	protein_coding	6087	NAIP
ENST00000616766	protein_coding	3726	NAIP
ENST00000615091	protein_coding	1596	KIR2DL3
ENST00000620573	protein_coding	2886	CNOT3
ENST00000620419	protein_coding	4138	CNOT3
ENST00000610829	protein_coding	2765	CNOT3
ENST00000616491	protein_coding	1323	KIR2DS1
ENST00000621135	protein_coding	1372	KIR2DS1
ENST00000611962	protein_coding	1375	DRD4
ENST00000632113	protein_coding	760	DEAF1
ENST00000634194	protein_coding	485	DEAF1
ENST00000618237	protein_coding	1915	KIR3DL2
ENST00000611872	protein_coding	1834	KIR3DL2
ENST00000572269	protein_coding	1934	CLK2
ENST00000574445	protein_coding	2166	CLK2
ENST00000576584	protein_coding	2120	CLK2
ENST00000612137	protein_coding	927	OR2T6
ENST00000616594	protein_coding	975	OR2T2
ENST00000607223	protein_coding	1657	
ENST00000606649	protein_coding	1504	
ENST00000622637	protein_coding	1047	OR2T4
ENST00000621849	protein_coding	1931	RDH13
ENST00000631879	protein_coding	1588	IRF7
ENST00000633943	protein_coding	1801	IRF7
ENST00000621391	protein_coding	1968	IRF7
ENST00000632827	protein_coding	1992	IRF7
ENST00000612534	protein_coding	2051	IRF7
ENST00000617397	protein_coding	1943	IRF7
ENST00000626892	protein_coding	927	OR2T7
ENST00000611851	protein_coding	1110	OR2T1
ENST00000612690	protein_coding	7976	BDH1
ENST00000631323	protein_coding	1605	BDH1
ENST00000625957	protein_coding	868	BDH1
ENST00000626799	protein_coding	949	BDH1
ENST00000630698	protein_coding	845	BDH1
ENST00000627658	protein_coding	310	BDH1
ENST00000629309	protein_coding	658	BDH1
ENST00000617317	protein_coding	3546	BDH1
ENST00000610467	protein_coding	957	OR2T3
ENST00000622524	protein_coding	2297	TSEN34
ENST00000614734	protein_coding	1915	TSEN34
ENST00000616209	protein_coding	2421	TSEN34
ENST00000622245	protein_coding	897	TARM1
ENST00000625420	protein_coding	521	MUC20
ENST00000627975	protein_coding	2463	MUC20
ENST00000625274	protein_coding	2842	MUC20
ENST00000610415	protein_coding	2589	MUC20
ENST00000619358	protein_coding	2326	MUC20
ENST00000620813	protein_coding	948	OR2T5
ENST00000615269	protein_coding	586	TMEM179
ENST00000625459	protein_coding	815	TMEM179
ENST00000630378	protein_coding	1430	TMEM179
ENST00000625335	protein_coding	2513	TMEM179
ENST00000621393	protein_coding	636	TMEM179
ENST00000620158	protein_coding	1645	TMEM179
ENST00000610794	protein_coding	1015	VSTM1
ENST00000619024	protein_coding	922	VSTM1
ENST00000613774	protein_coding	575	VSTM1
ENST00000613085	protein_coding	654	VSTM1
ENST00000613106	protein_coding	608	VSTM1
ENST00000421027	protein_coding	1028	OR2W1
ENST00000420495	protein_coding	966	OR14J1
ENST00000437160	protein_coding	2967	TRIM27
ENST00000412687	protein_coding	2686	TRIM27
ENST00000417993	protein_coding	1813	TRIM27
ENST00000614662	protein_coding	2268	GP6
ENST00000612096	protein_coding	2210	GP6
ENST00000630349	protein_coding	2551	C14orf180
ENST00000619279	protein_coding	1455	C14orf180
ENST00000618752	protein_coding	2009	C14orf180
ENST00000628716	protein_coding	744	MCCC2
ENST00000626890	protein_coding	720	MCCC2
ENST00000627791	protein_coding	16122	MUC4
ENST00000626248	protein_coding	16569	MUC4
ENST00000629001	protein_coding	3858	MUC4
ENST00000625485	protein_coding	3705	MUC4
ENST00000613615	protein_coding	1827	MUC4
ENST00000618077	protein_coding	6420	MUC4
ENST00000612403	protein_coding	1161	NCR1
ENST00000620757	protein_coding	1102	NCR1
ENST00000622270	protein_coding	868	NCR1
ENST00000621164	protein_coding	594	NCR1
ENST00000571194	protein_coding	2479	PKLR
ENST00000572740	protein_coding	2083	PKLR
ENST00000613313	protein_coding	1726	KIR3DL3
ENST00000614210	protein_coding	1233	KIR3DL3
ENST00000615521	protein_coding	3542	NLRP2
ENST00000615391	protein_coding	3573	NLRP2
ENST00000611676	protein_coding	3507	NLRP2
ENST00000616903	protein_coding	3504	NLRP2
ENST00000619832	protein_coding	1607	LILRA4
ENST00000616323	protein_coding	2412	
ENST00000631967	protein_coding	1099	HRAS
ENST00000631404	protein_coding	1100	HRAS
ENST00000615062	protein_coding	894	HRAS
ENST00000633700	protein_coding	167	HRAS
ENST00000616241	protein_coding	1233	HRAS
ENST00000610977	protein_coding	1151	HRAS
ENST00000426120	protein_coding	2730	ZNF311
ENST00000611966	protein_coding	11073	BDP1
ENST00000613844	protein_coding	2861	BDP1
ENST00000619268	protein_coding	3721	FAM120B
ENST00000622189	protein_coding	3212	FAM120B
ENST00000617082	protein_coding	5155	FAM120B
ENST00000616072	protein_coding	1794	FAM120B
ENST00000613649	protein_coding	2268	GP6
ENST00000614889	protein_coding	2210	GP6
ENST00000621927	protein_coding	886	LENG1
ENST00000619854	protein_coding	2886	CNOT3
ENST00000613752	protein_coding	4138	CNOT3
ENST00000619347	protein_coding	2765	CNOT3
ENST00000420178	protein_coding	1007	OR2B3
ENST00000617862	protein_coding	1015	VSTM1
ENST00000619921	protein_coding	922	VSTM1
ENST00000618529	protein_coding	575	VSTM1
ENST00000612639	protein_coding	654	VSTM1
ENST00000619066	protein_coding	608	VSTM1
ENST00000613311	protein_coding	1633	LAIR1
ENST00000619817	protein_coding	1465	LAIR1
ENST00000616413	protein_coding	1823	LAIR1
ENST00000616724	protein_coding	2606	LAIR1
ENST00000620726	protein_coding	814	LAIR1
ENST00000621932	protein_coding	1489	KIR2DL4
ENST00000621636	protein_coding	1581	KIR2DL4
ENST00000613629	protein_coding	1392	KIR2DL4
ENST00000614619	protein_coding	1191	KIR2DL4
ENST00000616667	protein_coding	1474	KIR2DL4
ENST00000570831	protein_coding	1446	SCAMP3
ENST00000573013	protein_coding	1537	SCAMP3
ENST00000433676	protein_coding	726	LST1
ENST00000443741	protein_coding	764	LST1
ENST00000447141	protein_coding	565	LST1
ENST00000414821	protein_coding	610	LST1
ENST00000415419	protein_coding	585	LST1
ENST00000430680	protein_coding	734	LST1
ENST00000453818	protein_coding	603	LST1
ENST00000444783	protein_coding	254	LST1
ENST00000443931	protein_coding	619	LST1
ENST00000427164	protein_coding	689	LST1
ENST00000411490	protein_coding	712	LST1
ENST00000436185	protein_coding	668	LST1
ENST00000420797	protein_coding	571	LST1
ENST00000441641	protein_coding	259	LST1
ENST00000430997	protein_coding	624	LST1
ENST00000448381	protein_coding	665	LST1
ENST00000457549	protein_coding	555	LST1
ENST00000427186	protein_coding	532	LST1
ENST00000438335	protein_coding	648	LST1
ENST00000418796	protein_coding	455	LST1
ENST00000615717	protein_coding	1161	NCR1
ENST00000617861	protein_coding	1102	NCR1
ENST00000617145	protein_coding	868	NCR1
ENST00000613768	protein_coding	594	NCR1
ENST00000626015	protein_coding	521	MUC20
ENST00000626170	protein_coding	1950	MUC20
ENST00000614780	protein_coding	2329	MUC20
ENST00000629220	protein_coding	2076	MUC20
ENST00000575464	protein_coding	7296	DENND11
ENST00000574704	protein_coding	1847	DENND11
ENST00000617592	protein_coding	886	LENG1
ENST00000631421	protein_coding	1745	RASSF7
ENST00000620201	protein_coding	1731	RASSF7
ENST00000622100	protein_coding	1928	RASSF7
ENST00000622905	protein_coding	1450	RASSF7
ENST00000633903	protein_coding	473	RASSF7
ENST00000615426	protein_coding	3421	NLRP7
ENST00000614879	protein_coding	3250	NLRP7
ENST00000610953	protein_coding	711	RPS9
ENST00000630852	protein_coding	476	RPS9
ENST00000629154	protein_coding	16119	MUC4
ENST00000631334	protein_coding	16566	MUC4
ENST00000631127	protein_coding	3858	MUC4
