pb	tx_cat	pr_splice_cat	tx_subcat	pr_splice_subcat	tx_tss_diff	tx_tts_diff	tx_tss_gene_diff	tx_tts_gene_diff	pr_nterm_diff	pr_cterm_diff	pr_nterm_gene_diff	pr_cterm_gene_diff	tx_transcripts	pr_transcripts	tx_gene	pr_gene	tx_num_exons	pr_num_exons	is_nmd	num_junc_after_stop_codon	num_nt_after_stop_codon	tx_5hang	tx_3hang	pr_nhang	pr_chang
ENST00000448923.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	-117	0	-117	0	ENST00000448923.2	ENST00000448923.2	ENSG00000236782.7	ENSG00000236782.7	3	2	TRUE	1	1162	0	0	117	0
ENST00000374145.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000374145.6	ENST00000455364.2	ENSG00000060642.12	ENSG00000060642.12	4	3	FALSE	0	702	0	0	0	0
ENST00000361720.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000361720.10	ENST00000361720.10	ENSG00000198746.13	ENSG00000198746.13	7	7	FALSE	0	550	0	0	0	0
ENST00000478104.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000478104.5	ENST00000478104.5	ENSG00000186501.15	ENSG00000186501.15	7	6	TRUE	1	524	0	0	0	0
ENST00000464720.5	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	9782	0	9779	0	ENST00000464720.5	ENST00000608611.5	ENSG00000186501.15	ENSG00000186501.15	7	4	FALSE	0	1329	0	0	-9	0
ENST00000361157.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000361157.11	ENST00000361157.11	ENSG00000126709.16	ENSG00000126709.16	5	4	FALSE	0	422	0	0	0	0
ENST00000373949.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373949.5	ENST00000373949.5	ENSG00000009780.16	ENSG00000009780.16	8	8	FALSE	0	1439	0	0	0	0
ENST00000530324.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000530324.5	ENST00000530324.5	ENSG00000009780.16	ENSG00000009780.16	8	8	FALSE	0	163	0	0	0	0
ENST00000373943.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373943.9	ENST00000373943.9	ENSG00000117758.14	ENSG00000117758.14	9	9	FALSE	0	2206	0	0	0	0
ENST00000468761.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	10447	0	-10447	ENST00000468761.1	ENST00000440806.2	ENSG00000117758.14	ENSG00000117758.14	4	4	FALSE	0	271	0	0	0	6
ENST00000373927.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373927.7	ENST00000373927.7	ENSG00000130775.16	ENSG00000130775.16	4	3	TRUE	1	713	0	0	0	0
ENST00000313433.11	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000313433.11	ENST00000313433.11	ENSG00000117748.10	ENSG00000117748.10	8	8	FALSE	0	163	0	0	0	0
ENST00000373909.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373909.7	ENST00000373909.7	ENSG00000117748.10	ENSG00000117748.10	9	9	FALSE	0	328	0	0	0	0
ENST00000373912.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373912.8	ENST00000373912.8	ENSG00000117748.10	ENSG00000117748.10	9	9	FALSE	0	774	0	0	0	0
ENST00000373884.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373884.6	ENST00000373884.6	ENSG00000158156.9	ENSG00000158156.9	3	3	FALSE	0	993	0	0	0	0
ENST00000489277.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-28999	ENST00000489277.5	novel	ENSG00000126698.11	ENSG00000126698.11	10	2	TRUE	8	1519	0	0		
ENST00000465645.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000465645.1	ENST00000465645.1	ENSG00000130770.18	ENSG00000130770.18	2	2	FALSE	0	1675	0	0	0	0
ENST00000373830.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373830.4	ENST00000373830.4	ENSG00000180098.9	ENSG00000180098.9	9	9	FALSE	0	938	0	0	0	0
ENST00000480930.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-16479	ENST00000480930.5	novel	ENSG00000180098.9	ENSG00000180098.9	10	4	TRUE	6	865	0	0		
ENST00000471683.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000471683.6	ENST00000471683.6	ENSG00000120656.14	ENSG00000120656.14	7	6	FALSE	0	638	0	0	0	0
ENST00000690492.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000690492.1	ENST00000690492.1	ENSG00000120656.14	ENSG00000120656.14	5	4	FALSE	0	1483	0	0	0	0
ENST00000373812.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373812.8	ENST00000542507.5	ENSG00000198492.16	ENSG00000198492.16	5	5	FALSE	0	1007	0	0	0	0
ENST00000645184.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000645184.1	ENST00000645184.1	ENSG00000159023.22	ENSG00000159023.22	13	12	FALSE	0	924	0	0	0	0
ENST00000490308.2	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	71562	0	11887	0	ENST00000490308.2	ENST00000647103.1	ENSG00000159023.22	ENSG00000159023.22	6	5	TRUE	1	406	0	0	-69	0
ENST00000345512.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000345512.7	ENST00000345512.7	ENSG00000060656.20	ENSG00000060656.20	31	31	FALSE	0	132	0	0	0	0
ENST00000440538.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000440538.6	ENST00000440538.6	ENSG00000134644.16	ENSG00000134644.16	22	21	FALSE	0	450	0	0	0	0
ENST00000263694.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000263694.9	ENST00000263694.9	ENSG00000060688.13	ENSG00000060688.13	10	10	FALSE	0	544	0	0	0	0
ENST00000344147.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000344147.10	ENST00000373714.5	ENSG00000121766.16	ENSG00000121766.16	8	7	FALSE	0	845	0	0	0	0
ENST00000546109.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-45879	ENST00000546109.5	novel	ENSG00000121766.16	ENSG00000121766.16	9	2	TRUE	6	1633	0	0		
ENST00000616393.4	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_junctions	0	0	0	0	NA	NA	0	-25087	ENST00000616393.4	novel	ENSG00000121766.16	ENSG00000121766.16	7	3	TRUE	3	1402	0	0		
ENST00000373713.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	211	0	-211	0	0	0	0	ENST00000373713.7	ENST00000373713.7	ENSG00000121769.8	ENSG00000121769.8	4	4	FALSE	0	487	0	-211	0	0
ENST00000478502.5	full-splice_match	novel_in_catalog	multi-exon	combination_of_known_splicesites	0	0	0	0	NA	NA	0	-2618	ENST00000478502.5	novel	ENSG00000162517.13	ENSG00000162517.13	4	2	TRUE	2	645	0	0		
ENST00000488128.6	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	139	0	139	0	4410	-72	4410	72	ENST00000488128.6	ENST00000440437.1	ENSG00000084636.18	ENSG00000084636.18	23	8	TRUE	5	2256	-139	0	-33	72
ENST00000457805.6	full-splice_match	full-splice_match	multi-exon	multi-exon	220	126	24	-2	0	0	0	0	ENST00000457805.6	ENST00000457805.6	ENSG00000184007.22	ENSG00000184007.22	4	4	FALSE	0	278	-220	-126	0	0
ENST00000484270.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	288	0	288	0	ENST00000484270.2	ENST00000327300.12	ENSG00000121774.18	ENSG00000121774.18	11	9	TRUE	2	948	0	0	-288	0
ENST00000373609.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373609.1	ENST00000373610.8	ENSG00000084652.16	ENSG00000084652.16	10	10	FALSE	0	3374	0	0	0	0
ENST00000617816.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	62	0	-62	0	1770	0	-1770	ENST00000617816.1	ENST00000291358.11	ENSG00000160051.12	ENSG00000160051.12	4	2	TRUE	2	1829	0	-62	0	12
ENST00000677711.1	full-splice_match	full-splice_match	multi-exon	multi-exon	226	0	-51	0	0	0	0	0	ENST00000677711.1	ENST00000677701.1	ENSG00000084623.12	ENSG00000084623.12	11	11	FALSE	0	499	-226	0	0	0
ENST00000678889.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000678889.1	ENST00000676998.1	ENSG00000084623.12	ENSG00000084623.12	10	8	TRUE	2	980	0	0	0	0
ENST00000373548.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373548.8	ENST00000373548.8	ENSG00000116478.12	ENSG00000116478.12	14	14	FALSE	0	672	0	0	0	0
ENST00000432622.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000432622.2	ENST00000432622.2	ENSG00000225828.2	ENSG00000225828.2	3	3	FALSE	0	560	0	0	0	0
ENST00000446293.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000446293.6	ENST00000446293.6	ENSG00000160058.19	ENSG00000160058.19	11	11	FALSE	0	164	0	0	0	0
ENST00000316459.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	612	0	-612	0	0	0	0	ENST00000316459.4	ENST00000316459.4	ENSG00000160062.15	ENSG00000160062.15	5	3	FALSE	0	311	0	-612	0	0
ENST00000373510.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373510.9	ENST00000373510.9	ENSG00000160062.15	ENSG00000160062.15	5	3	FALSE	0	5754	0	0	0	0
ENST00000373501.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373501.6	ENST00000373501.6	ENSG00000176261.16	ENSG00000176261.16	7	6	FALSE	0	205	0	0	0	0
ENST00000492007.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	524	0	-5	0	0	0	0	ENST00000492007.6	ENST00000492007.6	ENSG00000176261.16	ENSG00000176261.16	4	4	FALSE	0	50	0	-524	0	0
ENST00000436661.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000436661.6	ENST00000436661.6	ENSG00000176261.16	ENSG00000176261.16	6	6	FALSE	0	106	0	0	0	0
ENST00000476493.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000476493.6	ENST00000476493.6	ENSG00000176261.16	ENSG00000176261.16	7	3	TRUE	4	441	0	0	0	0
ENST00000466361.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	190	0	-190	0	762	0	-677	ENST00000466361.1	ENST00000473294.7	ENSG00000176261.16	ENSG00000176261.16	2	2	FALSE	0	225	0	-190	0	1
ENST00000373481.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373481.7	ENST00000373481.7	ENSG00000162522.11	ENSG00000162522.11	7	7	FALSE	0	2155	0	0	0	0
ENST00000373477.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373477.9	ENST00000373477.9	ENSG00000134684.12	ENSG00000134684.12	13	13	FALSE	0	859	0	0	0	0
ENST00000373475.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373475.10	ENST00000373476.5	ENSG00000116497.18	ENSG00000116497.18	7	5	FALSE	0	2996	0	0	0	0
ENST00000373467.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373467.4	ENST00000373467.4	ENSG00000121905.10	ENSG00000121905.10	4	3	FALSE	0	833	0	0	0	0
ENST00000459874.5	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	4637	0	4637	0	ENST00000459874.5	ENST00000373467.4	ENSG00000121905.10	ENSG00000121905.10	3	2	FALSE	0	350	0	0	-12	0
ENST00000467905.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000467905.5	ENST00000467905.5	ENSG00000004455.17	ENSG00000004455.17	8	7	TRUE	1	184	0	0	0	0
ENST00000480134.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000480134.5	ENST00000629371.2	ENSG00000004455.17	ENSG00000004455.17	5	4	TRUE	1	412	0	0	0	0
ENST00000487289.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000487289.1	ENST00000487289.1	ENSG00000004455.17	ENSG00000004455.17	5	5	FALSE	0	434	0	0	0	0
ENST00000550338.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000550338.5	ENST00000550338.5	ENSG00000004455.17	ENSG00000004455.17	7	2	TRUE	5	760	0	0	0	0
ENST00000373443.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373443.7	ENST00000294517.11	ENSG00000142920.17	ENSG00000142920.17	11	9	FALSE	0	668	0	0	0	0
ENST00000291416.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000291416.10	ENST00000291416.10	ENSG00000116525.14	ENSG00000116525.14	5	5	FALSE	0	2392	0	0	0	0
ENST00000373428.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373428.5	ENST00000539719.6	ENSG00000160094.15	ENSG00000160094.15	8	8	FALSE	0	1676	0	0	0	0
ENST00000373347.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373347.6	ENST00000235180.4	ENSG00000116544.12	ENSG00000116544.12	12	10	FALSE	0	984	0	0	0	0
ENST00000373337.3	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373337.3	ENST00000373337.3	ENSG00000243749.1	ENSG00000243749.1	3	3	FALSE	0	460	0	0	0	0
ENST00000485365.1	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	10019	1551	ENST00000485365.1	novel	ENSG00000116560.11	ENSG00000116560.11	4	3	FALSE	0	570	0	0		
ENST00000490668.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	10019	1551	ENST00000490668.5	novel	ENSG00000116560.11	ENSG00000116560.11	4	3	FALSE	0	308	0	0		
ENST00000356090.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000356090.8	ENST00000356090.8	ENSG00000020129.16	ENSG00000020129.16	8	7	FALSE	0	1246	0	0	0	0
ENST00000373235.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373235.4	ENST00000373235.4	ENSG00000116819.9	ENSG00000116819.9	7	7	FALSE	0	919	0	0	0	0
ENST00000466308.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	32460	0	32460	0	ENST00000466308.1	ENST00000318121.8	ENSG00000092853.14	ENSG00000092853.14	4	3	FALSE	0	375	0	0	-11	0
ENST00000373150.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373150.8	ENST00000373150.8	ENSG00000116871.16	ENSG00000116871.16	18	18	FALSE	0	814	0	0	0	0
ENST00000373151.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373151.6	ENST00000373151.6	ENSG00000116871.16	ENSG00000116871.16	17	17	FALSE	0	801	0	0	0	0
ENST00000235532.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000235532.9	ENST00000235532.9	ENSG00000116885.18	ENSG00000116885.18	10	10	FALSE	0	318	0	0	0	0
ENST00000356637.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000356637.9	ENST00000356637.9	ENSG00000116885.18	ENSG00000116885.18	11	11	FALSE	0	296	0	0	0	0
ENST00000373116.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	53	0	1	0	0	0	0	ENST00000373116.6	ENST00000373116.6	ENSG00000116898.12	ENSG00000116898.12	8	8	FALSE	0	129	0	-53	0	0
ENST00000373093.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373093.4	ENST00000373093.4	ENSG00000163873.10	ENSG00000163873.10	15	15	FALSE	0	339	0	0	0	0
ENST00000373087.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373087.7	ENST00000373087.7	ENSG00000163874.11	ENSG00000163874.11	6	5	FALSE	0	857	0	0	0	0
ENST00000373075.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000373075.6	ENST00000373075.6	ENSG00000163875.16	ENSG00000163875.16	8	8	FALSE	0	1544	0	0	0	0
ENST00000488496.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	26903	0	-18166	ENST00000488496.1	ENST00000373062.8	ENSG00000134697.13	ENSG00000134697.13	2	2	FALSE	0	389	0	0	0	1
ENST00000464085.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	-518	0	ENST00000464085.5	novel	ENSG00000116922.15	ENSG00000116922.15	5	5	FALSE	0	121	0	0		
ENST00000327331.2	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000327331.2	ENST00000327331.2	ENSG00000134690.11	ENSG00000134690.11	11	10	FALSE	0	1463	0	0	0	0
ENST00000397631.7	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	528	0	-72	0	1593	-13	0	13	ENST00000397631.7	ENST00000397631.7	ENSG00000185090.15	ENSG00000185090.15	4	3	FALSE	0	1625	-528	0	-39	13
ENST00000357771.5	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-2490	ENST00000357771.5	novel	ENSG00000131233.10	ENSG00000274944.4	2	2	FALSE	0	2230	0	0		
ENST00000446189.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000446189.6	ENST00000446189.6	ENSG00000174574.16	ENSG00000174574.16	4	4	FALSE	0	802	0	0	0	0
ENST00000470443.6	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	3215	0	0	0	ENST00000470443.6	ENST00000470443.6	ENSG00000090621.15	ENSG00000090621.15	15	2	TRUE	12	1851	0	0	-20	0
ENST00000372852.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372852.4	ENST00000372852.4	ENSG00000163909.8	ENSG00000163909.8	5	5	FALSE	0	3093	0	0	0	0
ENST00000372844.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372844.8	ENST00000372844.8	ENSG00000116983.13	ENSG00000116983.13	4	3	FALSE	0	4027	0	0	0	0
ENST00000324379.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000324379.10	ENST00000324379.10	ENSG00000084072.17	ENSG00000084072.17	10	10	FALSE	0	3436	0	0	0	0
ENST00000641691.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000641691.1	ENST00000641691.1	ENSG00000131238.18	ENSG00000131238.18	9	2	TRUE	7	2115	0	0	0	0
ENST00000372771.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372771.5	ENST00000372771.5	ENSG00000117000.9	ENSG00000117000.9	8	8	FALSE	0	490	0	0	0	0
ENST00000372759.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372759.4	ENST00000372759.4	ENSG00000084073.10	ENSG00000084073.10	10	10	FALSE	0	1550	0	0	0	0
ENST00000372683.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372683.1	ENST00000372684.8	ENSG00000117016.10	ENSG00000117016.10	8	6	FALSE	0	484	0	0	0	0
ENST00000372651.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372651.5	ENST00000447388.8	ENSG00000066136.21	ENSG00000066136.21	10	9	FALSE	0	197	0	0	0	0
ENST00000425457.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000425457.6	ENST00000425457.6	ENSG00000066136.21	ENSG00000066136.21	11	10	FALSE	0	474	0	0	0	0
ENST00000456393.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000456393.6	ENST00000456393.6	ENSG00000066136.21	ENSG00000066136.21	10	9	FALSE	0	909	0	0	0	0
ENST00000361346.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000361346.6	ENST00000372572.5	ENSG00000198815.9	ENSG00000198815.9	13	12	FALSE	0	3359	0	0	0	0
ENST00000492422.1	full-splice_match	intergenic	multi-exon	multi-exon	0	144	0	-1	NA	NA	NA	NA	ENST00000492422.1	novel	ENSG00000186409.18	novelGene_1	2	2	FALSE	0	450	0	-144		
ENST00000671281.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000671281.1	ENST00000655164.1	ENSG00000186409.18	ENSG00000186409.18	10	9	FALSE	0	1454	0	0	0	0
ENST00000678333.1	full-splice_match	full-splice_match	multi-exon	multi-exon	0	162	0	-3	0	0	0	0	ENST00000678333.1	ENST00000677900.1	ENSG00000171960.12	ENSG00000171960.12	10	9	TRUE	1	343	0	-162	0	0
ENST00000321358.12	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000321358.12	ENST00000321358.12	ENSG00000065978.19	ENSG00000065978.19	8	7	TRUE	1	2007	0	0	0	0
ENST00000372521.9	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372521.9	ENST00000372522.5	ENSG00000177868.12	ENSG00000177868.12	3	2	FALSE	0	609	0	0	0	0
ENST00000497437.1	full-splice_match	novel_not_in_catalog	multi-exon	at_least_one_novel_splicesite	0	0	0	0	NA	NA	0	-6425	ENST00000497437.1	novel	ENSG00000177868.12	ENSG00000177868.12	3	2	FALSE	0	531	0	0		
ENST00000328249.3	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	106	0	106	0	504	0	504	0	ENST00000328249.3	ENST00000372517.8	ENSG00000164010.15	ENSG00000164010.15	9	9	FALSE	0	2688	-106	0	-185	0
ENST00000372506.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372506.5	ENST00000372502.5	ENSG00000164011.18	ENSG00000164011.18	4	2	FALSE	0	914	0	0	0	0
ENST00000473560.1	full-splice_match	incomplete-splice_match	multi-exon	5prime_fragment	0	0	0	0	0	1503	0	-1503	ENST00000473560.1	ENST00000372455.4	ENSG00000159479.17	ENSG00000159479.17	3	3	FALSE	0	712	0	0	0	41
ENST00000357658.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	189	0	-189	0	0	0	0	ENST00000357658.4	ENST00000406439.7	ENSG00000198198.17	ENSG00000198198.17	5	5	FALSE	0	908	0	-189	0	0
ENST00000460536.1	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	667	960	282	533	56273	0	25485	0	ENST00000460536.1	ENST00000562955.2	ENSG00000198198.17	ENSG00000198198.17	10	9	FALSE	0	1342	-667	-960	-63	0
ENST00000372433.5	full-splice_match	incomplete-splice_match	multi-exon	3prime_fragment	0	0	0	0	239	0	-10	0	ENST00000372433.5	ENST00000372433.5	ENSG00000178922.18	ENSG00000178922.18	8	6	TRUE	1	301	0	0	-20	0
ENST00000436724.5	full-splice_match	novel_not_in_catalog	multi-exon	intron_retention	0	0	0	0	NA	NA	0	0	ENST00000436724.5	novel	ENSG00000142949.17	ENSG00000142949.17	8	6	FALSE	0	1109	0	0		
ENST00000372396.4	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372396.4	ENST00000372396.4	ENSG00000066135.13	ENSG00000066135.13	22	21	FALSE	0	1294	0	0	0	0
ENST00000372343.8	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000372343.8	ENST00000372343.8	ENSG00000117408.11	ENSG00000117408.11	20	20	FALSE	0	994	0	0	0	0
ENST00000472174.7	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000472174.7	ENST00000472174.7	ENSG00000117410.14	ENSG00000117410.14	8	8	FALSE	0	372	0	0	0	0
ENST00000532642.5	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000532642.5	ENST00000532642.5	ENSG00000117410.14	ENSG00000117410.14	7	7	FALSE	0	902	0	0	0	0
ENST00000356836.10	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000356836.10	ENST00000434555.7	ENSG00000117411.18	ENSG00000117411.18	7	6	FALSE	0	1513	0	0	0	0
ENST00000357730.6	full-splice_match	full-splice_match	multi-exon	multi-exon	0	0	0	0	0	0	0	0	ENST00000357730.6	ENST00000357730.6	ENSG00000196517.13	ENSG00000196517.13	13	13	FALSE	0	212	0	0	0	0
