Transcript length (including UTRs and CDS)	Gene name
671	LEUTX
667	LEUTX
584	
2724	DYRK1B
2496	DYRK1B
2448	DYRK1B
1806	DYRK1B
2007	DYRK1B
446	DYRK1B
657	DYRK1B
772	DYRK1B
87	MIR6719
896	FBL
1125	FBL
628	FBL
805	FBL
732	FBL
877	FBL
726	FBL
581	FBL
1400	FBL
603	FBL
500	FBL
1114	TSPY7P
442	PRR13P5
2340	FAM197Y6
467	FAM197Y6
1754	PSMC4
1532	PSMC4
1333	PSMC4
1623	PSMC4
929	PSMC4
650	PSMC4
910	TSPY8
589	ZNF546
626	ZNF546
714	ZNF546
490	ZNF546
4656	ZNF546
561	ZNF546
8000	ZNF546
3426	ZNF546
396	ZNF546
542	ZNF546
2039	
1161	TSPY3
666	TSPY3
1125	TSPY3
1895	TSPY3
593	TSPY3
8664	ZNF780B
8687	ZNF780B
3538	ZNF780B
401	ZNF780B
393	ZNF780B
444	ZNF780B
509	ZNF780B
461	
7500	ZNF780A
2396	ZNF780A
3674	ZNF780A
3600	ZNF780A
3472	ZNF780A
2044	ZNF780A
546	ZNF780A
446	ZNF780A
665	ZNF780A
467	ZNF780A
498	ZNF780A
3653	
16389	FCGBP
2378	PPP2R3B
1090	PPP2R3B
5802	PPP2R3B
713	PPP2R3B
732	PPP2R3B
519	PPP2R3B
1998	PPP2R3B
458	PPP2R3B
408	PPP2R3B
782	PPP2R3B
730	RPL14P5
259	
548	
574	ASMTL-AS1
840	ASMTL-AS1
697	ASMTL-AS1
553	ASMTL-AS1
435	ASMTL-AS1
1541	IL3RA
662	IL3RA
1476	IL3RA
4267	P2RY8
407	P2RY8
1451	SLC25A6
900	SLC25A6
854	SLC25A6
1330	ASMT
1087	ASMT
989	ASMT
510	ASMT
442	ASMT
651	DHRSX-IT1
2579	DHRSX
744	DHRSX
572	DHRSX
797	DHRSX
539	DHRSX
679	DHRSX
490	DHRSX
2065	ASMTL
2035	ASMTL
874	ASMTL
573	ASMTL
851	ASMTL
2048	ASMTL
445	LINC02968
636	LINC02968
356	LINC00106
370	LINC00106
428	LINC00685
3199	AKAP17A
3232	AKAP17A
2187	AKAP17A
5287	PLCXD1
540	PLCXD1
587	PLCXD1
555	PLCXD1
469	PLCXD1
5318	PLCXD1
284	PLCXD1
579	PLCXD1
828	PLCXD1
4507	ZBED1
4510	ZBED1
4498	ZBED1
905	ZBED1
2832	ZBED1
947	ZBED1
64	MIR6089
1340	LINC00102
1243	CD99
892	CD99
918	CD99
583	CD99
497	CD99
1129	CD99
842	CD99
1089	CD99
1278	CD99
533	CD99
573	CD99
604	CD99
466	CD99
815	CD99
756	CD99
484	
290	Metazoa_SRP
515	
328	FABP5P13
117	KRT18P53
3757	SHOX
1951	SHOX
7934	SHOX
1351	SHOX
75	MIR3690
120	RNA5SP498
1954	CSF2RA
2291	CSF2RA
900	CSF2RA
1987	CSF2RA
1815	CSF2RA
802	CSF2RA
1940	CSF2RA
1601	CSF2RA
489	CSF2RA
459	CSF2RA
1628	CSF2RA
1410	CSF2RA
1671	CSF2RA
1283	CSF2RA
391	CSF2RA
392	CSF2RA
476	CSF2RA
389	CSF2RA
160	
838	
2016	GTPBP6
1875	GTPBP6
404	
1371	
1417	
1677	
1520	
1659	
1510	
1585	
1591	
561	CD99P1
1688	CD99P1
602	CD99P1
1030	CD99P1
941	CD99P1
952	CD99P1
1048	CD99P1
909	CD99P1
2788	CD99P1
3071	CD99P1
1538	CRLF2
1789	CRLF2
1013	CRLF2
992	AMD1P2
250	DPH3P2
2594	VAMP7
742	VAMP7
696	VAMP7
673	VAMP7
2496	VAMP7
658	VAMP7
334	ELOCP24
880	TRPC6P1
773	
1054	WASIR1
1306	DDX11L16
720	WASH6P
1437	WASH6P
4244	WASH6P
828	WASH6P
781	WASH6P
1769	WASH6P
3187	WASH6P
1826	WASH6P
542	WASH6P
786	WASH6P
2980	WASH6P
658	WASH6P
1641	WASH6P
832	WASH6P
534	WASH6P
2038	IL9R
2032	IL9R
298	IL9R
308	IL9R
2082	FRG2
755	FRG1
978	FRG1
714	FRG1
738	FRG1
838	FRG1
421	FRG1
340	FRG1
249	MLLT10P2
889	
1305	TUBB7P
118	RNA5SP174
119	RNA5SP175
1259	DUX4L9
484	RARRES2P4
1272	
464	RPL23AP84
684	
1275	DUX4L8
1655	DUX4
768	DUX4
1574	DUX4
387	DUX4
285	DUX4
877	
1365	
1030	
738	LINC03015
605	LINC03015
691	LINC03015
1201	LINC03015
505	LINC03015
811	LINC03015
1127	LINC03015
3031	LINC03015
2091	LINC03015
2789	LINC03015
2785	LINC03015
1122	LINC03015
746	LINC03015
593	LINC03015
2273	LINC03014
2577	LINC03014
2350	LINC03014
5008	LINC03014
885	LINC03014
553	LINC03014
3208	
568	
574	
3176	FAM20C
344	FAM20C
554	FAM20C
2177	FAM20C
1018	FAM20C
2004	
840	LINC01300
688	LINC01300
1963	
1564	GPR20
363	
1380	
1866	PTP4A3
558	PTP4A3
2849	PTP4A3
2881	PTP4A3
3208	PTP4A3
3241	PTP4A3
1899	PTP4A3
963	PTP4A3
2961	
957	HNRNPA1P38
648	C8orf90
619	C8orf90
3830	MROH5
3818	MROH5
4164	MROH5
613	MROH5
98	Y_RNA
7691	SHANK3
104	RNU6-409P
987	ACR
1430	ACR
708	ACR
428	ACR
284	
760	
111	RNU6-1004P
965	GCGR
1872	GCGR
2030	GCGR
564	GCGR
687	GCGR
522	GCGR
1282	MCRIP1
942	MCRIP1
2979	MCRIP1
1038	MCRIP1
925	MCRIP1
1123	MCRIP1
2775	MCRIP1
765	MCRIP1
752	MCRIP1
751	MCRIP1
577	MCRIP1
618	MCRIP1
799	PPP1R27
420	PPP1R27
1443	PPP1R27
1475	
692	
479	RPL21P63
934	GCNT2P1
3467	
541	C6orf52
619	C6orf52
493	C6orf52
345	C6orf52
430	C6orf52
682	C6orf52
111	Y_RNA
1523	PAK1IP1
1177	TMEM14C
1016	TMEM14C
472	TMEM14C
899	TMEM14C
479	TMEM14C
1255	GCNT2
932	GCNT2
545	GCNT2
1933	GCNT2
1108	GCNT2
547	GCNT2
4505	GCNT2
409	GCNT2
580	GCNT2
944	GCNT2
4525	GCNT2
608	GCNT2
320	GCNT2
4579	GCNT2
939	GCNT2
779	GCNT2
4200	GCNT2
439	ARHGEF19-AS1
2035	ARHGEF19
3322	ARHGEF19
921	ARHGEF19
685	ARHGEF19
653	ARHGEF19
582	ARHGEF19
1002	
328	
1720	ANO7L1
2662	
1574	CPLANE2
336	CPLANE2
186	MT1XP1
6227	FBXO42
1153	FBXO42
945	FBXO42
2920	FBXO42
490	SZRD1
892	SZRD1
3447	SZRD1
549	SZRD1
3480	SZRD1
567	SZRD1
583	SZRD1
791	SZRD1
3401	SZRD1
843	SZRD1
381	RPL22P3
661	SPATA21
3619	SPATA21
2015	SPATA21
1773	SPATA21
1136	SPATA21
603	SPATA21
2163	GRM5P1
2194	GRM5P1
2196	GRM5P1
768	NECAP2
935	NECAP2
2018	NECAP2
572	NECAP2
1929	NECAP2
727	NECAP2
470	NECAP2
1787	NECAP2
981	NECAP2
4619	NECAP2
713	NECAP2
550	NECAP2
795	
604	
1353	TRIM51FP
3245	LINC01772
2039	CROCCP3
164	RNU1-1
1558	
327	
1548	LINC01783
144	RNU1-6P
882	PDE4DIPP8
438	
164	RNU1-2
1203	
391	
1304	
1666	
346	
845	
817	
406	
508	
1193	
686	
475	
883	
2520	
1469	
434	
1220	
144	RNU1-5P
166	
1351	
435	EIF1AXP1
164	RNU1-3
164	RNU1-4
4361	PADI2
2389	PADI2
3612	PADI2
1607	PADI2
6230	
2965	
2968	CROCCP4
2324	
6230	NBPF1
571	
1209	
435	
2181	
2178	
2235	
2187	
2185	
1850	BCL2L14
546	BCL2L14
1927	BCL2L14
574	BCL2L14
1320	BCL2L14
598	BCL2L14
762	BCL2L14
548	BCL2L14
561	BCL2L14
1897	BCL2L14
1886	BCL2L14
2039	BCL2L14
583	BCL2L14
1247	BCL2L14
327	PTMAP9
85	MIR1244-4
10252	LRP6
7812	LRP6
593	LRP6
4774	LRP6
473	LRP6
435	LRP6
562	LRP6
511	RPL21P100
104	RNU6-545P
437	
103	RNU6-318P
5532	MANSC1
2220	MANSC1
1501	MANSC1
496	MANSC1
479	RPL23AP66
1540	LOH12CR2
6422	BORCS5
580	BORCS5
554	BORCS5
549	BORCS5
6661	DUSP16
3402	DUSP16
554	DUSP16
566	DUSP16
585	DUSP16
258	DUSP16
412	
576	
1062	EI24P3
3455	ZKSCAN7
1692	ZKSCAN7
1757	ZKSCAN7
3477	ZKSCAN7
1294	ZKSCAN7
1502	ZKSCAN7
546	ZKSCAN7
476	ZKSCAN7
456	ZKSCAN7-AS1
474	ZNF660
644	ZNF660
556	ZNF660
5834	ZNF660
1089	MPRIPP1
546	ZNF197
1989	ZNF197
7530	ZNF197
2935	ZNF197
2320	ZNF197
4299	ZNF197
623	ZNF197-AS1
2658	ZNF35
532	ZNF35
620	ZNF35
564	ZNF35
2503	ZNF35
581	ZNF35
1953	
1576	SOCS5P3
3173	ZNF502
3270	ZNF502
3154	ZNF502
593	ZNF502
3099	ZNF501
543	ZNF501
3353	ZNF501
479	ZNF501
507	KIAA1143
5079	KIAA1143
4795	KIF15
4760	KIF15
2240	KIF15
3460	KIF15
1454	KIF15
2441	KIF15
691	KIF15
94	MIR564
3071	TMEM42
977	TMEM42
1746	TGM4
3391	TGM4
137	TGM4
641	TGM4
544	TGM4
707	TGM4
569	
1424	ZNF852
1099	ZNF852
1879	ZNF852
1968	ZNF852
3535	ZNF852
1154	ZNF852
665	
352	
1565	
977	
1536	
63	MIR4740
85	MIR3186
424	
1048	LINC01971
361	
783	
2491	ACTG1
1880	ACTG1
1919	ACTG1
1859	ACTG1
2052	ACTG1
1895	ACTG1
1842	ACTG1
1860	ACTG1
1749	ACTG1
2241	ACTG1
1993	ACTG1
2185	ACTG1
2005	ACTG1
2141	ACTG1
2256	ACTG1
1958	ACTG1
1698	ACTG1
2001	ACTG1
1137	ACTG1
1449	ACTG1
1128	ACTG1
1228	ACTG1
1340	ACTG1
10726	BAHCC1
10801	BAHCC1
591	BAHCC1
1890	BAHCC1
565	BAHCC1
808	BAHCC1
814	BAHCC1
563	BAHCC1
1092	
1060	
1573	LINC03048
1494	LINC03048
1478	LINC03048
1436	LINC03048
1580	LINC03048
1340	LINC03048
1362	LINC03048
1304	LINC03048
2814	LINC03048
357	LINC03048
566	LINC03048
559	LINC03048
1221	LINC03048
641	LINC03048
1375	LINC03048
1185	LINC03048
752	LINC03048
2282	ITGA9
7860	ITGA9
428	ITGA9
609	ITGA9
144	
791	RPL21P135
525	NDUFAF4P3
63	RNU7-73P
810	
1463	
726	ITGA9-AS1
2190	ITGA9-AS1
578	ITGA9-AS1
562	ITGA9-AS1
1338	ITGA9-AS1
3139	ITGA9-AS1
532	ITGA9-AS1
893	ITGA9-AS1
738	ITGA9-AS1
904	ITGA9-AS1
709	ITGA9-AS1
702	ITGA9-AS1
588	ITGA9-AS1
575	ITGA9-AS1
417	ITGA9-AS1
913	ITGA9-AS1
895	ITGA9-AS1
670	ITGA9-AS1
1466	ITGA9-AS1
1282	ITGA9-AS1
522	ITGA9-AS1
3917	ITGA9-AS1
3042	ITGA9-AS1
1739	ITGA9-AS1
1395	ITGA9-AS1
2829	ITGA9-AS1
802	ITGA9-AS1
514	ITGA9-AS1
2311	ITGA9-AS1
3364	ITGA9-AS1
2137	ITGA9-AS1
1769	ITGA9-AS1
990	ITGA9-AS1
2665	ITGA9-AS1
996	ITGA9-AS1
434	ITGA9-AS1
347	ITGA9-AS1
335	ITGA9-AS1
111	RNU5B-4P
1031	ECSCR
2594	SMIM33
2170	STING1
3200	STING1
2077	STING1
1882	STING1
2611	STING1
2295	STING1
2632	STING1
1819	STING1
2199	STING1
1915	STING1
1662	STING1
1516	STING1
1281	STING1
987	STING1
2437	STING1
948	STING1
852	STING1
570	STING1
707	STING1
890	STING1
595	STING1
705	STING1
628	STING1
1861	NCOA4P4
489	
864	ELP5
827	ELP5
1304	ELP5
671	ELP5
2197	ELP5
1389	ELP5
473	ELP5
2209	ELP5
1423	ELP5
687	ELP5
1083	ELP5
937	ELP5
510	ELP5
889	ELP5
416	ELP5
1542	CLDN7
1923	CLDN7
1228	CLDN7
485	CLDN7
605	CLDN7
735	CLDN7
743	CLDN7
871	CLDN7
3375	SLC2A4
2995	SLC2A4
1768	SLC2A4
1813	SLC2A4
1852	SLC2A4
1654	YBX2
2195	YBX2
4553	YBX2
640	YBX2
606	YBX2
653	YBX2
791	YBX2
1256	EIF5A
923	EIF5A
1439	EIF5A
811	EIF5A
1089	EIF5A
1264	EIF5A
609	EIF5A
1271	EIF5A
1366	EIF5A
602	EIF5A
1336	EIF5A
1238	GPS2
823	GPS2
1534	GPS2
1586	GPS2
573	GPS2
1371	GPS2
523	GPS2
1176	GPS2
1977	GPS2
916	GPS2
1143	GPS2
1045	GPS2
829	GPS2
878	GPS2
563	GPS2
550	GPS2
2349	
2571	
5182	NEURL4
5207	NEURL4
4431	NEURL4
4890	NEURL4
819	NEURL4
833	NEURL4
936	NEURL4
4291	NEURL4
616	NEURL4
637	NEURL4
1850	NEURL4
668	NEURL4
712	NEURL4
460	NEURL4
1293	
2511	ACAP1
870	ACAP1
614	ACAP1
761	ACAP1
593	ACAP1
953	ACAP1
4898	ACAP1
310	ACAP1
320	ACAP1
274	ACAP1
412	ACAP1
317	ACAP1
3051	KCTD11
2924	KCTD11
421	
1191	TMEM95
622	TMEM95
1169	TMEM95
3501	C1R
2488	C1R
2580	C1R
2347	C1R
2211	C1R
1107	C1R
1881	C1R
832	C1R
519	C1R
521	C1R
591	C1R
476	C1R
575	C1R
553	C1R
597	C1R
632	C1R
1038	C1RL
449	C1RL
3335	C1RL
504	C1RL
1569	C1RL
582	C1RL
592	C1RL
561	C1RL
532	C1RL
813	C1RL
539	C1RL
354	C1RL
572	C1RL-AS1
5272	C1RL-AS1
550	C1RL-AS1
2086	C1RL-AS1
325	C1RL-AS1
2461	RBP5
957	RBP5
532	RBP5
564	RBP5
515	RBP5
107	RNU6-485P
735	
570	CLSTN3
4013	CLSTN3
671	CLSTN3
533	CLSTN3
547	CLSTN3
4296	CLSTN3
583	CLSTN3
910	CLSTN3
566	CLSTN3
546	CLSTN3
568	CLSTN3
390	CLSTN3
1630	CLSTN3
2288	CLSTN3
724	
440	
490	
575	PEX5
848	PEX5
2689	PEX5
641	PEX5
3252	PEX5
548	PEX5
553	PEX5
2253	PEX5
579	PEX5
878	PEX5
2477	PEX5
2105	PEX5
1508	PEX5
560	PEX5
567	PEX5
522	PEX5
3170	PEX5
562	PEX5
708	PEX5
386	PEX5
238	
4676	LINC02783
590	LINC02783
1228	
3846	PADI1
513	PADI1
2237	PADI1
3124	PADI1
3189	PADI3
87	MIR3972
841	PADI4
2267	PADI4
373	PADI4
513	PADI4
471	PADI4
2396	PADI6
311	RCC2-AS1
4040	RCC2
783	RCC2
2030	RCC2
930	OR8U9
948	OR8J2
1142	FAM8A2P
501	NAA50P1
960	OR8U8
955	OR8L1P
1023	OR5T3
1080	OR5T2
927	OR8K2P
931	OR8I1P
939	OR8K3
1038	OR8H1
927	OR8H1
981	OR5T1
894	RPL5P29
960	OR8K1
1074	OR8J1
1110	ST13P5
583	SAA1
547	SAA1
518	SAA1
675	SAA1
118	RNA5SP334
4725	HPS5
4840	HPS5
4147	HPS5
1275	HPS5
1642	HPS5
1121	HPS5
759	HPS5
320	HPS5
2160	HPS5
711	HPS5
485	HPS5
2707	GTF2H1
575	GTF2H1
1822	GTF2H1
566	GTF2H1
2587	GTF2H1
3012	GTF2H1
568	GTF2H1
545	GTF2H1
770	GTF2H1
1251	GTF2H1
1510	GTF2H1
550	GTF2H1
1700	GTF2H1
932	GTF2H1
580	GTF2H1
558	GTF2H1
74	MIR3159
576	LDHA
656	LDHA
570	LDHA
1310	LDHA
1766	LDHA
2241	LDHA
465	LDHA
1154	LDHA
556	LDHA
554	LDHA
516	LDHA
582	LDHA
1340	LDHA
1887	LDHA
732	LDHA
682	LDHA
2305	LDHA
1922	LDHA
1288	LDHA
664	LDHA
141	LDHA
1511	LDHA
680	LDHA
2169	LDHA
1345	LDHA
488	
252	
270	
234	
296	CYCSP41
879	
1495	
976	OR4K11P
1693	
312	
501	SOWAHCP2
924	
2456	
549	
560	
1604	
1140	
596	
679	
589	
1602	
7628	
1974	
923	
710	
681	
897	
936	
1185	CTBP2P10
717	C21orf91-OT1
432	C21orf91-OT1
497	C21orf91-OT1
1169	LINC00349
841	LINC00349
5437	PARP4
808	PARP4
380	PARP4
502	RBPMSLP
442	SREK1IP1P1
586	CDRT15P8
1165	MIR548XHG
673	MIR548XHG
615	MIR548XHG
1401	MIR548XHG
730	MIR548XHG
840	MIR548XHG
774	
604	ABCD1P4
88	
1612	PABPC1P9
1288	SLC9B1P4
512	FDPSP6
146	RPL39P40
1338	ACTR3BP6
790	
530	
879	NEK4P1
465	NDUFB11P1
784	
755	PGAM1P9
1314	
635	
498	PPIAP22
1850	SLC6A6P1
1185	CTBP2P9
1154	
1386	
1117	CHODL-AS1
1784	D21S2088E
1119	D21S2088E
2247	D21S2088E
924	D21S2088E
1071	D21S2088E
1273	D21S2088E
3229	D21S2088E
2848	D21S2088E
1352	TUBAP1
479	
4076	TMPRSS15
754	TMPRSS15
452	TMPRSS15
279	USP12-DT
543	MIPEP
494	MIPEP
2381	MIPEP
803	MIPEP
984	MIPEP
903	VN1R7P
1804	ZNF299P
1034	
7632	
402	
429	
987	
468	
2981	SNX19P1
1442	
2247	
777	
994	
888	
327	CYCSP33
1461	
133	LSP1P1
1867	
3140	ZNF962P
913	LINC00297
289	SLC25A15P4
1942	
7618	KATNAL1
1634	KATNAL1
363	KATNAL1
566	KATNAL1
797	KATNAL1
606	GPX1P2
1029	
227	
5593	CXADR
1080	CXADR
270	CXADR
603	CXADR
1445	CXADR
755	PIMREGP3
337	
96	Y_RNA
335	RPL22P14
1396	
2618	LINC00365
480	LINC00365
1291	LINC00365
1652	GJA10
1479	GJA10
756	GJA10
110	Y_RNA
238	RPL17P51
2003	CASP8AP2
6772	CASP8AP2
1353	CASP8AP2
1636	HSPD1P9
1708	GGT4P
470	C1QTNF9-AS1
2176	UBE2L5
2731	UBE2L5
465	UBE2L5
1133	USPL1
4894	USPL1
4074	USPL1
353	IGHV1OR21-1
911	
6852	LINC00384
490	LINC00384
1686	HSPD1P7
1049	
1482	
967	URAD
795	LINC01687
897	LINC01687
465	LINC01687
1448	LINC01687
954	LINC01687
1358	LINC01687
1144	LINC01687
1056	LINC01687
171	MTCO3P2
5456	HMGB1
4199	HMGB1
2319	HMGB1
1727	HMGB1
1282	HMGB1
821	HMGB1
425	HMGB1
503	HMGB1
1368	MSANTD2P1
770	C1QBPP1
861	
525	
644	RPL10P1
612	LINC00317
323	
378	
1386	LINC01667
1137	LINC01667
1422	LINC01667
668	LINC01667
1548	LINC01667
123	LINC01667
469	
1384	
870	LINC00161
514	LINC00161
1764	LINC01697
1122	LINC01697
560	LINC01697
874	LINC01697
544	LINC01697
822	LINC01697
763	LINC01697
1092	LINC01697
1485	
547	
1769	
575	LINC00572
1140	LINC01689
2007	LINC01689
1244	
4157	
217	
135	
350	
2036	LINC00330
356	RPS20P32
1258	KRT18P2
399	FABP3P2
847	
626	LINC02340
573	LINC02340
1145	MTUS2-AS1
1992	MTUS2-AS1
732	MTUS2-AS1
636	
10818	URB1
479	URB1
551	URB1
4222	KPNA3
588	KPNA3
939	WDR82P1
691	OBP2B
557	OBP2B
797	OBP2B
961	OBP2B
505	LCN1P1
94	Y_RNA
223	LCN1P2
4235	SURF6
935	SURF6
97	Y_RNA
4044	MED22
4367	MED22
3867	MED22
3886	MED22
879	MED22
987	MED22
560	MED22
532	MED22
561	MED22
491	MED22
476	RPL21P81
947	RPL7A
1164	RPL7A
887	RPL7A
1057	RPL7A
941	RPL7A
743	RPL7A
680	RPL7A
966	RPL7A
374	RPL7A
138	
228	
399	LINC01066
333	
370	KRTAP25-1
519	SNX18P10
1679	CRYL1
1483	CRYL1
1331	CRYL1
1376	CRYL1
1581	CRYL1
1725	CRYL1
2192	CRYL1
2067	CRYL1
1035	CRYL1
991	CRYL1
563	CRYL1
75	SNORD24
74	SNORD36B
438	RPSAP68
73	SNORD36A
66	SNORD36C
1092	SURF1
991	SURF1
931	SURF1
813	SURF1
493	SURF1
1757	JAM2
4351	JAM2
1025	JAM2
946	JAM2
311	JAM2
614	JAM2
4209	JAM2
833	SURF2
676	SURF2
314	SURF2
3200	SURF4
3148	SURF4
2863	SURF4
2930	SURF4
1206	SURF4
400	SURF4
693	SURF4
715	SURF4
553	SURF4
2826	STKLD1
785	STKLD1
266	STKLD1
744	STKLD1
517	STKLD1
906	LINC00398
2470	LINC00562
511	
580	
1899	REXO4
2326	REXO4
833	REXO4
743	REXO4
847	REXO4
860	REXO4
247	RPS21P8
1814	RBM22P2
156	ATP5F1EP2
3448	CDX2
581	CDX2
2953	ADAMTS13
4934	ADAMTS13
4330	ADAMTS13
1155	ADAMTS13
3022	ADAMTS13
4442	ADAMTS13
4349	ADAMTS13
2230	ADAMTS13
1074	ADAMTS13
1605	LINC00332
979	LINC00332
1101	
3676	CAB39L
3502	CAB39L
1411	CAB39L
1035	CAB39L
1627	CAB39L
727	CAB39L
633	CAB39L
468	CAB39L
895	CAB39L
581	CAB39L
3692	CAB39L
3361	CAB39L
693	
609	
739	EEF1A1P1
1054	LINC01683
412	LINC01683
2754	CACFD1
2880	CACFD1
2688	CACFD1
689	CACFD1
2794	CACFD1
795	CACFD1
356	CACFD1
762	
954	
844	
800	
557	
2491	SLC2A6
2301	SLC2A6
3417	SLC2A6
727	SLC2A6
588	SLC2A6
1089	
974	
2098	LINC01822
2049	LINC01822
1277	LINC01822
1206	LINC01822
502	RPL8P2
2603	
6478	ABO
474	ABO
1051	ABO
580	ABO
864	LINC02573
87	
2719	LINC01692
1347	LINC01692
6103	
443	
1027	
2702	
1241	CLDN17
3072	CYYR1
3099	CYYR1
735	CYYR1
468	BTF3L4P1
909	MRPS6
931	MRPS6
1061	MRPS6
3934	MRPS6
1956	MRPS6
754	
553	RGS17P1
457	CHCHD2P11
5033	LINC02334
1623	LINC02334
1780	LINC02334
908	LINC02334
1030	LINC02334
1338	LINC02334
577	
763	
786	
863	
274	TIMM9P3
2396	IGSF3P1
293	RPL37P3
1041	THUMPD1P1
444	
783	LINC00189
989	LINC00189
308	LINC00189
394	LINC00457
413	LINC00457
2443	LINC00457
1031	LINC00457
496	PPIAP1
1977	RAD17P2
204	
589	PRDX2P1
1132	LINC00385
396	LLPHP2
1072	LINC01673
594	LINC01673
849	LINC01673
1295	LINC01673
1016	LINC01673
924	DNAJC15
7459	DNAJC15
1642	KRTAP24-1
11566	SLC5A3
144	NCSTNP1
1081	MTCO1P1
420	LINC00412
562	LINC00412
4466	CHAF1B
1152	CHAF1B
541	CHAF1B
4851	GPR12
1981	GPR12
1710	
720	MTUS2-AS2
646	MTUS2-AS2
651	MTUS2-AS2
573	LINC02343
2532	LINC02343
1080	
995	ZNF646P1
2023	
2735	
712	RPP40P2
463	GAMTP2
1300	WASF3
4857	WASF3
784	WASF3
4823	WASF3
4486	LINC01695
276	LINC01695
443	LINC01695
1000	LINC01695
482	LINC01425
760	LINC01425
2498	
320	RPS3AP1
435	LINC00366
439	LINC00366
754	LINC00366
814	LINC00366
4269	SCAF4
4127	SCAF4
3846	SCAF4
2976	SCAF4
796	SCAF4
1282	SCAF4
382	
887	
1078	
1175	
1303	
1050	
991	
1271	
898	
1059	
1187	
822	
1045	
1126	
1003	
812	
946	
1000	
848	
1346	
906	
1332	
1256	
972	
1178	
876	
864	
1117	
1253	
1296	
916	
849	
860	
1041	
928	
3122	TNK1
3023	TNK1
962	TNK1
555	TNK1
573	TNK1
463	TNK1
584	TNK1
253	TNK1
1752	PLSCR3
1689	PLSCR3
1740	PLSCR3
2310	PLSCR3
2056	PLSCR3
1965	PLSCR3
2032	PLSCR3
1672	PLSCR3
1605	PLSCR3
851	PLSCR3
724	PLSCR3
583	PLSCR3
581	PLSCR3
2557	TMEM256-PLSCR3
1526	TMEM256-PLSCR3
951	TMEM256-PLSCR3
562	TMEM256-PLSCR3
446	TMEM256
403	TMEM256
511	TMEM256
4374	NLGN2
305	NLGN2
4980	NLGN2
581	NLGN2
1975	
1018	SPEM1
1650	SPEM2
1287	SPEM2
3695	SPEM3
469	SPEM3
556	
1981	TMEM102
1962	TMEM102
3210	POSTN
3301	POSTN
3196	POSTN
3071	POSTN
1159	POSTN
502	POSTN
380	POSTN
1735	POSTN
3214	POSTN
3113	POSTN
928	FGF11
2578	FGF11
2358	FGF11
990	FGF11
2315	FGF11
912	FGF11
330	
5553	
2560	CHRNB1
539	CHRNB1
583	CHRNB1
947	CHRNB1
1623	CHRNB1
1837	CHRNB1
2394	CHRNB1
1095	CHRNB1
5956	ZBTB4
5860	ZBTB4
778	
1697	SLC35G6
6749	POLR2A
2085	POLR2A
238	CYCSP42
934	EIF4A1P1
424	LINC00307
611	RPL13AP7
1441	RPL13AP7
516	
8041	NCAM2
583	NCAM2
582	NCAM2
340	NCAM2
4699	NCAM2
480	
728	RNGTTP1
945	OR4K12P
268	RPL37P4
1979	APP-DT
2021	APP-DT
2419	APP-DT
832	
1373	
1298	
1306	
1269	
336	RPSAP64
777	DSCR4
1098	DSCR4
799	DSCR4
235	ATP5MFP1
2540	
518	TPT1P1
640	RPS5P2
608	LINC01423
423	LINC01423
1702	LINC01549
219	LINC01549
478	
2092	CLDN8
3590	
961	C21orf140
1376	
292	LINC02943
716	DSCR8
437	DSCR8
534	DSCR8
606	DSCR8
791	DSCR8
552	DSCR8
403	DSCR8
481	
874	RPSAP28
2105	ALMS1-IT1
1506	
1085	NAT8
536	TPRKB
575	TPRKB
592	TPRKB
664	TPRKB
730	TPRKB
819	TPRKB
816	TPRKB
798	TPRKB
421	TPRKB
694	TPRKB
521	
531	
513	
1983	DUSP11
1799	DUSP11
1570	DUSP11
1548	DUSP11
1553	DUSP11
1539	DUSP11
1357	DUSP11
1422	DUSP11
787	DUSP11
588	DUSP11
2175	DUSP11
672	DUSP11
1117	DUSP11
877	KAT6B
8209	KAT6B
2849	KAT6B
6847	KAT6B
7908	KAT6B
7027	KAT6B
3380	KAT6B
4016	KAT6B
2847	KAT6B
2490	KAT6B
533	KAT6B
1957	KAT6B
7625	KAT6B
582	KAT6B
7571	KAT6B
2701	KAT6B
5972	KAT6B
3770	KAT6B
4881	KAT6B
8314	KAT6B
2715	KAT6B
4706	KAT6B
3278	KAT6B
4945	KAT6B
4572	KAT6B
2789	KAT6B
7297	KAT6B
529	KAT6B
1351	KAT6B
1815	KAT6B
1526	KAT6B
2139	KAT6B
3410	KAT6B
868	KAT6B
1317	KAT6B
889	KAT6B
6532	KAT6B
4250	KAT6B
5020	KAT6B
4418	KAT6B
3594	KAT6B
641	
2048	
524	LINC00113
509	LINC00113
572	LINC00113
1109	PSMD4P1
616	HUNK-AS1
805	
869	
3052	C2orf78
765	NAT8B
921	ALMS1P1
3835	ALMS1P1
1601	ALMS1P1
7680	HUNK
486	HUNK
832	HUNK
860	HUNK
806	EIF3FP1
5396	C21orf91
1593	C21orf91
1090	C21orf91
896	C21orf91
744	C21orf91
665	C21orf91
189	
380	
663	DUSP29
2337	
893	LNCTSI
727	LINC00308
630	LINC00308
759	SNX18P12
424	DSCR4-IT1
1290	MORC3
4224	MORC3
4131	MORC3
417	MORC3
687	MORC3
688	MORC3
1028	MORC3
934	MORC3
867	MORC3
513	MORC3
875	MORC3
750	MORC3
220	GNG5P5
6286	FNDC3A
2037	FNDC3A
6082	FNDC3A
